LANDUSE,BLKLOT,NAMEADDR,Entitled,BESTSTAT,BESTDATE,UNITS,UNITSNET,AFFORDABLE,AFFORDABLENET,SECTION415,AFF_TARGET,TENURE_TYPE,CASENO,DESCRIPT,DBIDESC,TOTAL_GSF,NET_GSF,CIE_EXIST,CIE,CIENET,MED_EXIST,MED,MEDNET,MIPS_EXIST,MIPS,MIPSNET,PDR_EXIST,PDR,PDRNET,RET_EXIST,RET,RETNET,RESTAURANT,RESTAURANTNET,VISIT_EXIST,VISIT,VISITNET,HOTEL_ROOM_EXIST,HOTEL_ROOM_PROP,HOTEL_ROOM_NET,PLANNER,SPONSOR,CONTACT,CONTACTPH,DA,YEAR_,QTR,YEAR_QTR,PD,SD,NHOOD_37,NHOOD_41,PLANS,ZONING,HEIGHT_BULK,PDA,SUD,LATITUDE,LONGITUDE,Location,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
Resident,5841005,423 JUSTIN DR,1,BP ISSUED,2018-11-16 9:42,2,1,,,,,,,,UNIT LEGALIZATION ORDINANCE 43-14.  LEGALIZE + REMODEL  @ 2ND UNIT/ + REMODEL MAIN HOUSE (KITCHEN REMODEL + FAMILY ROOM). N/A FOR MAHER ORDINANCE.,0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,JIMENEZS,,,,,2020,Q1,2020_Q1,11 - Bernal Heights,9,Bernal Heights,Bernal Heights,,RH-1(D),40-X,J Church and Mission Corridor,,37.73195835,-122.423909,POINT (-122.423909 37.73195835),93,93,9,2,2
Resident,6959030,1927 ALEMANY BL,1,CONSTRUCTION,2017-07-17,1,1,,,,,,,,"TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.",0,0,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,APUTRA,,,,,2020,Q1,2020_Q1,12 - South Central,11,Outer Mission,Outer Mission,,RH-1,40-X,Balboa Park and Southwest Corridors,,37.72095392,-122.438694,POINT (-122.438694 37.72095392),80,80,9,1,28
Resident,4790005,1824 JENNINGS ST,0,BP FILED,2015-11-09,2,1,,,,,,,,"COMPLY WITH COMPLIANT# 2015/011268 ENF, 201569252 & 201569661 & 201567611. LEGALIZE DWELLING UNIT @ 1ST FLOOR PER ORDINANCE NO# 43-14.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,YEUNGMIN,,,,,2020,Q1,2020_Q1,10 - South Bayshore,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,RH-1,40-X,Bayview/Southeast Neighborhoods,3rd St Alcohol Restrict,37.72869451,-122.3875007,POINT (-122.3875007 37.72869451),86,86,2,9,1
Resident,3636027,1181 VALENCIA ST,1,CONSTRUCTION,2017-08-15,3,1,,,,,,2014-000347PRJ,Remodel and legalize ground floor dwelling unit.,"REMODEL & LEGALIZE RESIDENTIAL 3RD UNIT AT THE GROUND FLOOR. COMPLIANCE WITH ORDINANCE NO. 155-13 NOT REQUIRED. Sprinklers (NFPA-13R for unit, NFPA-13 for garage) on deferred submittal.",0,0,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,EJACKSON,,,,,2020,Q1,2020_Q1,8 - Mission,9,Mission,Mission,Mission (EN); Mission District Streetscape Plan,NCT-VALENCIA,55-X,Eastern Neighborhoods,Mission Alcohol Restrict; Fringe Financial Services RUD,37.75407049,-122.4205006,POINT (-122.4205006 37.75407049),53,53,3,2,20
Resident,1224007,461 ASHBURY ST,0,BP FILED,2016-04-28,2,-1,,,,,,2016-005870PRJ,REMOVAL OF PARTITION TO CHANGE 3 UNIT TO 2 UNIT. COMPLY WITH NOTICE OF VIOLATION #201695501,REMOVAL OF PARTITION TO CHANGE 3 UNIT TO 2 UNIT. COMPLY WITH NOTICE OF VIOLATION #201695501,0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,LAJELLO,,BOUREILLE MAX L JENKINS CAROL,,,2020,Q1,2020_Q1,6 - Buena Vista,5,Haight Ashbury,Haight Ashbury,Haight Ashbury Public Realm Plan,RH-3,40-X,Central City Neighborhoods,,37.77103447,-122.4474612,POINT (-122.4474612 37.77103447),25,25,7,11,3
Resident,5087004,2201 BAYSHORE BL,1,PL APPROVED,2017-05-08,229,229,45,45,,,,2016-001605PRJ,"The proposed project consists of three separate building components on two parcels totaling approximately 49,462 square feet. The three building components are as follows: a multi-family residential building totaling 183 units, a series of two-unit townhouses totaling 14 units and a day-care facility. The project abuts Blanken Avenue to the north, ""A"" street future Schlage Lock development to the west and the Cal-Train/Joint Powers Board right of way to the east. The project also incorporates a ""POPOS"" (privately owned publicly accessible open space) on the project site a the terminus of Raymond Avenue. The multi-family structure will contain two subterranean parking garage levels.",,0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,,Martin Building Company,Julie Heinzler,415-348-4644,,2020,Q1,2020_Q1,10 - South Bayshore,10,Visitacion Valley,Bayview Hunters Point,Schlage Lock,M-1,40-X,Bayview/Southeast Neighborhoods,Visitacion Valley/Schlage SUD,37.7108128,-122.4019392,POINT (-122.4019392 37.7108128),89,89,2,9,1
Mixres,5993022,1310 BACON ST,0,PL Filed,2020-01-03,5,5,5,5,,,,2019-022627PRJ,Expansion to an existing Residential Care Facility.,,2128,-7962,,1064,-3981,,1064,-3981,,0,0,,0,0,,0,0,,0,,0,0,,,,CFEENEY,Element Homes,,4088387464,,2020,Q1,2020_Q1,12 - South Central,9,Excelsior,Portola,,RH-1,40-X,,,37.72528752,-122.4156831,POINT (-122.4156831 37.72528752),92,92,2,2,25
Resident,3505020,42 OTIS ST,1,BP ISSUED,2019-09-18 13:09,24,24,3,3,On-site BMR Project,Moderate,Ownership,2016-005406PRJ,"Construction of a five-story, mixed-use building to include a total of 24 single-room occupancy units on four floors with ground level retail space; UPDATE (03/09/20) - The Project was revised to maintain the 24 SRO Dwelling Units and revisions to the amount of commercial use, which includes 2,060 gsf of Commercial Use (ground floor) and 1,349 gsf of 2nd Floor Retail Professional Services.","TO ERECT 5 STORIES, 24 UNITS WITH COMMERCIAL ON 1ST FLOOR . MIX USE WITH TYPE 5 CONSTRUCTIOM.",1900,-4224,,,,,,,,,,,0,-6124,,3409,3409,,0,,,,,,,RSUCRE,Elevation Architects,,4155371125,,2020,Q1,2020_Q1,8 - Mission,6,South of Market,Mission,Market and Octavia; The Market Street Hub Project; Market and Octavia Living Alleys,NCT-3,50-X,Market Octavia,,37.77265699,-122.4196457,POINT (-122.4196457 37.77265699),32,32,1,10,20
Resident,0105065,115 TELEGRAPH HILL BL,1,CONSTRUCTION,2020-03-20,3,3,,,,,,2015-006908PRJ,"TO ERECT 4 STORIES, 1 BASEMENT, TYPE I/V B, 3 UNITS RESIDENTIAL BUILDING.","TO ERECT 3 STORIES, 2 BASEMENTS, TYPE I/V B,  3 UNITS RESIDENTIAL BUILDING.",0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,CASBAGH,,115 TELEGRAPH LLC,,,2020,Q1,2020_Q1,3 - Northeast,3,North Beach,North Beach,,RH-3,40-X,Downtown/Van Ness/Northeast Neighborhoods,Telegraph Hill-NB Residential,37.80160654,-122.4057633,POINT (-122.4057633 37.80160654),18,18,6,3,23
Resident,0825010,964 - 966 OAK ST,1,BP FILED,2017-02-09,2,0,,,,,,2016-006545PRJ,To legalize a conversion of a 2 Dwelling unit duplex  into group housing.,CHANGE OF USE: CONDITIONAL USE CHANGE OF 2 UNIT/DUPLEX INTO 10 PERSON CONGREGATE RESIDENCE. NO ALTERATION/REPAIR WORK.,0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,MDITO,San Francisco Community Land Trust,,4153991490,,2020,Q1,2020_Q1,5 - Western Addition,5,Western Addition,Hayes Valley,,RH-3,40-X,Central City Neighborhoods,,37.7737048,-122.4352361,POINT (-122.4352361 37.7737048),26,26,4,11,9
Resident,2015031,2845 MORAGA ST,1,CONSTRUCTION,2020-02-25,3,2,,0,,,,,,NEW ADU AT FIST FLOOR. 1 BED & 1 BATH PER ORDINANCE 95-17.  LEGALIZATION UNIT UNDER PA# 2019/05/08/0,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,15 - Outer Sunset,4,Outer Sunset,Sunset/Parkside,,RH-1,40-X,,,37.75522464,-122.4934886,POINT (-122.4934886 37.75522464),39,39,10,7,35
Resident,0638004,2120 CALIFORNIA ST,1,BP ISSUED,2019-11-26 10:18,19,1,,,,,,2018-009159PRJ,The proposed project involves the construction of one new studio ADU (815 square feet) in conjunction with a soft-story retrofit. The project also proposes to enlarge two existing window openings for the installation of four new double hung wood windows.,,0,0,,,,,,,,,,,,,,,,,,,,,,,,MBOUDREA,,RALSTON BRIDGE CA PROPERTIES LLC,,,2020,Q1,2020_Q1,2 - Marina,2,Pacific Heights,Pacific Heights,,RM-2,40-X,,,37.78977995,-122.4294492,POINT (-122.4294492 37.78977995),102,102,4,6,30
Mixres,3756041,1245 FOLSOM ST,0,PL FILED,2016-03-22,37,37,7,7,,,,2015-014148PRJ,"The Project includes demolition of the existing school building on the project site, and new construction of a six-story, 64-ft tall, mixed-use building (approximately 24,102 gross square feet) along Folsom Street and a 45-foot tall, five-story residential building (measuring approximately 16,335 gross square feet) along Ringold Street. The Project would construct 37 dwelling units across two buildings, 3,553 gross square feet of ground floor commercial along Folsom Street, and 18 below-grade off-street parking spaces, one car-share parking space, 40 Class 1 bicycle parking spaces, and 6 Class 2 bicycle parking spaces. The Project includes a dwelling unit mix consisting of 2 three-bedroom units, 14 two-bedroom units, 7 one-bedroom units, and 14 studio units, across the two buildings. The Project includes 4,299 square feet of common open space via ground floor courtyard and roof decks, and 1,646 square feet of private open space via private decks.",,3553,-3377,,0,-6930,,,,,,,,,,,3553,3553,,0,,,,,,,EJARDINE,D-Scheme Studio,,4152520888,,2020,Q1,2020_Q1,9 - South of Market,6,South of Market,South of Market,Western SoMa (EN),NCT-FOLSOM,65-X,Eastern Neighborhoods,Western SoMa,37.77418713,-122.4104948,POINT (-122.4104948 37.77418713),32,32,1,10,34
Resident,3544038,52 LANDERS ST,1,CONSTRUCTION,2019-11-26,2,1,,,,,,,,"CONVERT (E) BASEMENT (LEVEL 1) TO NEW 1 BEDROOM UNIT, 2 NEW WINDOWS & MODIFY WINDOW TO ALLOW FOR BEDROOM EGRESS/RESCUE",0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,CAMPBELL,,,,,2020,Q1,2020_Q1,7 - Central,8,Castro/Upper Market,Castro/Upper Market,Market and Octavia; Market and Octavia Living Alleys,RTO,40-X,Market Octavia,,37.766948,-122.4281177,POINT (-122.4281177 37.766948),37,37,3,5,5
Resident,2363017,2420 TARAVAL ST,1,CONSTRUCTION,2020-02-03,3,2,,,,,,2017-004301PRJ,"Horizontal & Vertical addition at rear of building to accommodate (2) additional residential units. Proposed interior remodel 1st Floor (2) bedrooms, living room, bath, kitchen. 2nd Floor (2) bedrooms, living room, bath, kitchen. 3rd Floor (2) bedrooms, (1) master bedroom, (2) baths, (1) kitchen.","HORIZONTAL & VERTICAL ADDITION @ REAR TO ACCOMODATE (2) ADDITIONAL RESIDENTIAL UNITS. PROPOSED INTERIOR REMODEL TO 1ST FL ADDING (2)BEDROOMS,(1)LIVINGROOM,(1)BATH,(1)KITCHEN. 2ND FL ADDING(2)BEDROOM,(1) MASTER BEDROOM,(2)BATHS,(1)KITCHEN. 3RD FL ADDING(2)",0,0,,,,,,,,,,,,,,,,,0,,,,,,,DWASHING,,LAM GILBERT WAI TUNG,,,2020,Q1,2020_Q1,15 - Outer Sunset,4,Parkside,Sunset/Parkside,,NCD-TARAVAL,40-X,Sunset Corridors,Taraval Street Restaurant Subdistrict,37.74257491,-122.4922455,POINT (-122.4922455 37.74257491),40,40,10,7,35
Resident,7109014,56 LAURA ST,1,CONSTRUCTION,2019-05-08,2,1,,0,,,,,,(N) ADU IN BASEMENT OF (E) SFR AS PER ORD NO 162-15.,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,12 - South Central,11,Outer Mission,Outer Mission,,RH-1,40-X,Balboa Park and Southwest Corridors,,37.71036592,-122.4506733,POINT (-122.4506733 37.71036592),66,66,9,1,28
Mixres,3753076,272 CLARA ST,1,CONSTRUCTION,2018-10-15,3,2,,,,,,2013.0669,Add two stories to existing 2 story mixuse building; change of use from R-3 to R-2,2 UNITS VERTICAL ADDITION TO EXISTING 2-STORY BLDG. - CHANGE OF USE FROM B & R-3 TO B & R-2. (N) STEEL STRUCTURE & CONC. FOOTINGS TO SUPPORT (N) 2 STORY ADDITION. FIRE SUPRESSION IN ENTIRE BUILDING. (TO COMPLY WITH MAHER ORDINANCE EXTENDED ORDINANCE NO.15,1480,0,0,,,0,,,0,1480,0,0,,,0,,,,,0,,,,,,,Michael Jones,Michael Jones,805-878-7944,,2020,Q1,2020_Q1,9 - South of Market,6,South of Market,South of Market,East SoMa (EN); Central SoMa,MUR,45-X,Eastern Neighborhoods,Youth and Family Zone; Central SoMa,37.77831721,-122.4041252,POINT (-122.4041252 37.77831721),32,32,1,10,34
Vacant,3639025,969 TREAT AVENUE,0,PL Filed,2018-09-05,,0,,0,,,,2018-003679PRJ,"The project includes to demolish three existing one-story vacant non-residential buildings and construct a new two-story childcare center. The proposed building is nearly 6,000 gross square feet with a ground floor ceiling height of 9 feet 6 inches. A public hearing for the Variance was held on December 6, 2018 (See Case No. 2018-003679VAR).",,6611,4652,,6611,6611,,,0,,0,-1959,,,0,,,0,,0,,,0,,,,XLIANG,Mission Kids Co-Op,Christina Maluenda Marchiel,415-710-9319,,2020,Q1,2020_Q1,8 - Mission,9,Mission,Mission,Mission (EN); Mission District Streetscape Plan,UMU,48-X,Eastern Neighborhoods,Mission Alcohol Restrict; Calle 24 SUD; Fringe Financial Services RUD,37.75481686,-122.412833,POINT (-122.412833 37.75481686),53,53,3,2,20
Resident,3726063,534 - 536 NATOMA ST,1,CONSTRUCTION,2019-05-06,5,1,,,,120% AMI;,Rental,2015-001595PRJ,Replacement and reconfiguration of a rear stair and the creation of a new dwelling unit within the existing building envelope.,REMODEL GROUND FLOOR TO BE AN ADDITIONAL UNIT. RECONSTRUCT EXISTING REAR YARD STAIR IN NEW CONFIGURATION . MINOR FACADE & UPPER LEVEL DWELLING UNIT RENOVATIONS. IN NEW UNIT THERE WILL BE FULL KITCHEN & BATH. INTERIM CONTROL.,0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,JSPEIRS,Okamoto Saijo Architecture,,4157882118,,2020,Q1,2020_Q1,4 - Downtown,6,South of Market,South of Market,East SoMa (EN),RED,45-X,Eastern Neighborhoods,,37.77964265,-122.4086573,POINT (-122.4086573 37.77964265),32,32,1,10,34
Resident,2657021,35 HATTIE ST,1,BP ISSUED,2018-05-29 10:23,2,2,,0,,,,,,"TO ERECT A TYPE V 3-STORY, NO BASEMENT, TWO FAMILY DWELLING UNIT.",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,7 - Central,8,Castro/Upper Market,Castro/Upper Market,,RH-2,40-X,,Corona Heights Large Residence,37.76121747,-122.4407907,POINT (-122.4407907 37.76121747),115,115,7,5,5
Vacant,0575015,2151 VAN NESS AV,0,BP Filed,2020-02-28,0,0,,0,,,,,,"ABATE / CLOSE ENFORCEMENT CASE# 8607. PURSUANT TO CASE# 20080586, CHANGE OF USE FROM A RELIGIOUS INS",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,2 - Marina,2,Pacific Heights,Pacific Heights,Van Ness Corridor,RC-4,80-D,Downtown/Van Ness/Northeast Neighborhoods,Van Ness,37.79538542,-122.4238792,POINT (-122.4238792 37.79538542),102,102,4,6,30
Vacant,3755113,182 LANGTON ST,0,PL Filed,2018-01-22,6,2,,0,,,,2018-001227PRJ,"Raise (E) building 17"" to add (2) New ADUs to the existing basement. The project would retain the existing non compliant rear yard and includes a variance request to retain the existing stair in the 15x15 required open space. The existing building height is 31'-1"" and the proposed height is 32'6"". We will add two steps to the exiting stairs to extend them to grade. Two bicycle parking spaces would be provided in the proposed first story, as well as a Garbage Room and exit corridor.Variance request from rear yard and open space requirement to permit (2) ADU dwelling units on ground floor. Seismic upgrade on separate building permit.",,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,MCHANDLE,DNM Architecture,,4153488910,,2020,Q1,2020_Q1,9 - South of Market,6,South of Market,South of Market,Western SoMa (EN),RED,40-X,Eastern Neighborhoods,Western SoMa,37.77524755,-122.4073122,POINT (-122.4073122 37.77524755),32,32,1,10,34
Resident,6982002,1079 PLYMOUTH AV,0,BP FILED,2016-10-19,2,1,,,,,,2016-014233PRJ,"Legalize a rear detached one-story structure and its second dwelling unit (Unit No.2) at the first/ground floor, in the required rear yard, west of an existing single-family one-story-over-garage dwelling, per Planning Code Section 207.3 (Ord. 43-14). The proposal requires a Variance for rear setback requirements, per Planning Code Section 134. The existing building is noncomplying and encroaches into the required rear yard by approximately 21-feet. Comply with DBI Complaint No.201547122.",LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT PER ORDINANCE #43-14. TO COMPLY N.O.V#201547122.,0,0,,,,,,,,,,,,,,,,,0,,,,,,,CCAMPBEL,,KWONG REGINA LAILING,,,2020,Q1,2020_Q1,13 - Ingleside,11,Ocean View,Oceanview/Merced/Ingleside,,RH-1,40-X,Balboa Park and Southwest Corridors,Oceanview Large Residence,37.72145853,-122.4564685,POINT (-122.4564685 37.72145853),64,64,10,1,24
Resident,3540054,126 HENRY ST,0,BP Filed,2020-01-06,3,1,,0,,,,,,ADD UNIT PER ORDINANCE# 162-16. 1 BEDROOM & 1 BATH.,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,6 - Buena Vista,8,Castro/Upper Market,Castro/Upper Market,,RH-3,40-X,Central City Neighborhoods,,37.76686437,-122.4340657,POINT (-122.4340657 37.76686437),28,28,7,5,5
Resident,4078018,701 HAMPSHIRE ST,1,BP ISSUED,2019-08-27 15:28,8,2,,,,,,2017-001225PRJ,"CREATE 2 NEW DWELLING UNITS @ GROUND FLR ENCLOSED CARPORT SPACE. VERTICAL ADDITION 2 UPPER UNITS DESIGNATED ""CONFORMING UNITS"" EXPANDED TO (N) 4TH STORY. (4) (E) UNIT INTERIOR SIZE TO REMAIN THE SAME. GARAGE FOR (1) CAR & (7) BICYCLE PARKING SPACES ACCESSED WITH (N) CURB CUT ON 19TH ST.","CREATE 2 NEW DWELLING UNITS @ GROUND FLR ENCLOSED CARPORT SPACE. VERTICAL ADDITION 2 UPPER UNITS DESIGNATED ""CONFORMING UNITS"" EXPANDED TO (N) 4TH STORY. (4) (E) UNIT INTERIOR SIZE TO REMAIN THE SAME. GARAGE FOR (1) CAR & (7) BICYCLE PARKING SPACES ACCESS",0,0,,,,,,,,,,,,,,,,,0,,,,,,,MBOUDREA,Troy Kashanipour Architecture,,4154310869,,2020,Q1,2020_Q1,8 - Mission,10,Mission,Mission,Mission (EN); Mission District Streetscape Plan,RH-2,40-X,Eastern Neighborhoods,Mission Alcohol Restrict; Fringe Financial Services RUD,37.76040109,-122.4078753,POINT (-122.4078753 37.76040109),53,53,3,9,20
Resident,6345028,681 LONDON ST,0,BP Filed,2018-09-13,2,1,,0,,,,,,"COMPLY W/ COMPLAINT # 20182171, 201874631, 2018-009219 ENF. UNIT ADU PER ORD# 95-17.CONSTRUCT ONE BE",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,12 - South Central,11,Excelsior,Excelsior,,RH-1,40-X,Balboa Park and Southwest Corridors,,37.71831529,-122.4382412,POINT (-122.4382412 37.71831529),90,90,9,1,7
Resident,4791025,1395 SHAFTER AV,0,BP FILED,2015-11-20,2,1,,,,,,,,"LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. COMPLY WITH NOV #201569101, #201569671, #201567612.
** MAHER: N/A **",0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,YEUNGMIN,,,,,2020,Q1,2020_Q1,10 - South Bayshore,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,RH-1,40-X,Bayview/Southeast Neighborhoods,,37.72864168,-122.3870359,POINT (-122.3870359 37.72864168),86,86,2,9,1
Resident,3753062,224-228 CLARA ST,0,PL Filed,2019-07-12,8,7,0,0,,,,2019-013951PRJ,"The Project proposes to demolish the single-family residential structure at 228 Clara Street and construct a five-story eight-unit apartment building on that lot and the adjacent empty lot (224 Clara Street).  The Project will also include six on-site parking spaces.

The Project provides much needed residential units within easy access to the city's transit network and commercial opportunities.",,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,,,,XLIANG,"Reuben, Junius & Rose, LLP",Jennifer Lew,4155679000,,2020,Q1,2020_Q1,9 - South of Market,6,South of Market,South of Market,East SoMa (EN); Central SoMa,MUR,45-X,Eastern Neighborhoods,Youth and Family Zone; Central SoMa,37.77902166,-122.4032303,POINT (-122.4032303 37.77902166),32,32,1,10,34
Resident,2656032,7 DANVERS ST,0,BP Filed,2019-04-16,3,1,,0,,,,,,UNIT LEGALIZATION ORD 43-14. LEGALIZE OF DWELLING UNIT UNDER ORDINANCE #43-14.,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,7 - Central,8,Castro/Upper Market,Castro/Upper Market,,RH-2,40-X,,Corona Heights Large Residence,37.7611569,-122.4437558,POINT (-122.4437558 37.7611569),115,115,7,5,5
Resident,0486A046,25 TOLEDO WY,0,BP Filed,2019-10-01,2,1,,0,,,,,,VERTICAL ADDITION. RENOVATE TO AN EXISTING 2-STORY SINGLE FAMILY RESIDENTIAL BUILDING. WITH AN ADDIT,0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,2 - Marina,2,Marina,Marina,,RH-2,40-X,Lombard Street,,37.80128075,-122.4378928,POINT (-122.4378928 37.80128075),17,17,4,6,13
Resident,3504028,36 GOUGH ST,0,BP Filed,2019-06-24,6,6,,0,,,,,,"ERECT 5-STORY, TYPE 3A, 6 DWELLING UNITS WITH COMMERCIAL BUILDING.",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,8 - Mission,6,South of Market,Mission,Market and Octavia; The Market Street Hub Project; Market and Octavia Living Alleys,NCT-3,50-X,Market Octavia,,37.77249941,-122.4207999,POINT (-122.4207999 37.77249941),32,32,1,10,20
Mixres,3702308,TRINITY PLAZA,1,CONSTRUCTION,2020-03-30,501,501,74,74,On-site BMR Project,,Rental,2002.1179,"The proposed project is to demolish the existing 263,602gsf, 377 unit apartment complex and construction of a 1,500,000gsf three connected residential buildings over a 2-story podium, containing about 1,410 dwelling units, 20,000gsf of ground-floor retail, and 1,500 off-street parking spaces.","TO ERECT 18 STORIES, 6 BASEMENTS, 501 UNITS RESIDENTIAL, RETAIL WITH PARKING BUILDING.",20025,20025,0,,,0,,,0,,,0,,,0,20025,20025,,0,0,,,,,,,,,,Trinity Plaza,2020,Q1,2020_Q1,4 - Downtown,6,South of Market,South of Market,Downtown,C-3-G,240-S,Downtown/Van Ness/Northeast Neighborhoods,Trinity Plaza,37.77844588,-122.4134924,POINT (-122.4134924 37.77844588),32,32,5,10,34
Resident,3753099,225 SHIPLEY ST,1,CONSTRUCTION,2020-01-13,9,9,,,,,,2016-000601PRJ,TO ERECT 4 STORIES OF 9 DWELLING UNITS - MAHER ORDINANCE - EXTENDED ORDINANCE NO.155-13 NOT REQUIRED,TO ERECT 4 STORIES OF 9 DWELLING UNITS - MAHER ORDINANCE - EXTENDED ORDINANCE NO.155-13 NOT REQUIRED,0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,ESAMONSK,,D SHIPLEY LLC,,,2020,Q1,2020_Q1,9 - South of Market,6,South of Market,South of Market,East SoMa (EN); Central SoMa,MUR,45-X,Eastern Neighborhoods,Youth and Family Zone; Central SoMa,37.77928163,-122.4032776,POINT (-122.4032776 37.77928163),32,32,1,10,34
Resident,1414012,263 19TH AV,0,BP Filed,2018-09-26,3,1,,0,,,,,,"INTERIOR REMODELING AT EXTG 2 DWELLINGS, CREATION OF 3RD UNIT AT 1ST FLOOR GARAGE/SHELL SPACE. ELIMI",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,1 - Richmond,1,Outer Richmond,Outer Richmond,,RM-1,40-X,Richmond Corridors,,37.78299314,-122.4788356,POINT (-122.4788356 37.78299314),8,8,8,4,29
Resident,7040A011,339 MOUNT VERNON AV,0,BP FILED,2016-04-12,2,1,,,,,,2016-005044PRJ,"LEGALIZATION OF DWELLING UNIT PER ORDINANCE #43-14. INSTALLED WITHOUT PERMIT LEGALIZE (E) KITCHEN, BATHRM, BEDRM & FAMILY RM, ALL WORK AT GROUND FLOOR.","LEGALIZATION OF DWELLING UNIT PER ORDINANCE #43-14. INSTALLED WITHOUT PERMIT LEGALIZE (E) KITCHEN, BATHRM, BEDRM & FAMILY RM, ALL WORK AT GROUND FLOOR.",0,0,0,,,0,,,0,,,0,,,0,,,,0,0,,,,,,CCAMPBEL,,WOO WAI LON&WING CHEUN REV TR,,,2020,Q1,2020_Q1,12 - South Central,11,Outer Mission,Outer Mission,,RH-1,40-X,Balboa Park and Southwest Corridors,,37.71776254,-122.4473342,POINT (-122.4473342 37.71776254),80,80,9,1,28
Mixres,0836007,1546 - 1564 MARKET ST,1,CONSTRUCTION,2020-03-31,109,109,13,13,On-site BMR Project,90% AMI;,Ownership,2012.0877,"Demolish existing one-story commercial buildings and construct new 12-story, 110 unit residential building with ground floor commercial. Revised project 4/9/13: also demo existing 3-story building at 1546-1550 Market Street (0836/006). New construction of one 12-story bldg w/ 109 units, 4560 retail, 28 vehicle parking spaces, and 105 bicycle spaces.","ERECT 12-STORY, 1 BASEMENT, RESIDENTIAL, RETAIL & PARKING BUILDING. MAHER ORDINANCE APPLIES.",4560,-6782,0,,,0,,,0,0,-4676,0,,,0,4560,-2106,,,0,,,,,,CASBAGH,,,,,2020,Q1,2020_Q1,6 - Buena Vista,5,Downtown/Civic Center,Hayes Valley,Market and Octavia; The Market Street Hub Project; Market and Octavia Living Alleys; Downtown,C-3-G,120-R-2,Market Octavia,Van Ness & Market Downtown Residential,37.77498537,-122.4202093,POINT (-122.4202093 37.77498537),21,21,4,11,9
Resident,1351042,43 07TH AV,0,BP Filed,2019-10-07,1,1,,0,,,,,,"ERECT A 4 STORIES, 1 DWELLING, NO BASEMENT, TYPE 5, BLDG.",0,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,,,,2020,Q1,2020_Q1,1 - Richmond,2,Presidio,Inner Richmond,,RH-2,40-X,Richmond Corridors,,37.78751369,-122.4661562,POINT (-122.4661562 37.78751369),4,4,8,6,11
